t,field,value,color,status,reason,raw
621.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
622.0,SPEED,21.7,GREEN,OK,above_reference,"{reference_kmh=18.05489108910891, age_s=0.0}"
622.0,POWER,138,NEUTRAL,OK,power_present,{age_s=0.0}
622.0,HR,113,NEUTRAL,OK,hr_present,{age_s=0.0}
622.0,CADENCE,71,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
622.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
622.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
622.0,AVG_GROSS,17.6,NEUTRAL,OK,distance_over_total_time,{}
622.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
623.0,SPEED,21.7,GREEN,OK,above_reference,"{reference_kmh=18.06571334431631, age_s=0.0}"
623.0,POWER,107,NEUTRAL,OK,power_present,{age_s=0.0}
623.0,HR,113,NEUTRAL,OK,hr_present,{age_s=0.0}
623.0,CADENCE,71,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
623.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
623.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
623.0,AVG_GROSS,17.6,NEUTRAL,OK,distance_over_total_time,{}
623.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
624.0,SPEED,21.8,GREEN,OK,above_reference,"{reference_kmh=18.063, age_s=0.0}"
624.0,POWER,130,NEUTRAL,OK,power_present,{age_s=0.0}
624.0,HR,113,NEUTRAL,OK,hr_present,{age_s=0.0}
624.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
624.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
624.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
624.0,AVG_GROSS,17.6,NEUTRAL,OK,distance_over_total_time,{}
624.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
625.0,SPEED,21.8,GREEN,OK,above_reference,"{reference_kmh=18.087251231527095, age_s=0.0}"
625.0,POWER,130,NEUTRAL,OK,power_present,{age_s=0.0}
625.0,HR,113,NEUTRAL,OK,hr_present,{age_s=0.0}
625.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
625.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
625.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
625.0,AVG_GROSS,17.6,NEUTRAL,OK,distance_over_total_time,{}
625.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
626.0,SPEED,22.2,GREEN,OK,above_reference,"{reference_kmh=18.071055737704917, age_s=0.0}"
626.0,POWER,86,NEUTRAL,OK,power_present,{age_s=0.0}
626.0,HR,113,NEUTRAL,OK,hr_present,{age_s=0.0}
626.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
626.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
626.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
626.0,AVG_GROSS,17.6,NEUTRAL,OK,distance_over_total_time,{}
626.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
627.0,SPEED,21.9,GREEN,OK,above_reference,"{reference_kmh=18.09521440261866, age_s=0.0}"
627.0,POWER,109,NEUTRAL,OK,power_present,{age_s=0.0}
627.0,HR,114,NEUTRAL,OK,hr_present,{age_s=0.0}
627.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
627.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
627.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
627.0,AVG_GROSS,17.6,NEUTRAL,OK,distance_over_total_time,{}
627.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
628.0,SPEED,22.1,GREEN,OK,above_reference,"{reference_kmh=18.105882352941173, age_s=0.0}"
628.0,POWER,97,NEUTRAL,OK,power_present,{age_s=0.0}
628.0,HR,114,NEUTRAL,OK,hr_present,{age_s=0.0}
628.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
628.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
628.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
628.0,AVG_GROSS,17.6,NEUTRAL,OK,distance_over_total_time,{}
628.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
629.0,SPEED,21.7,GREEN,OK,above_reference,"{reference_kmh=18.103125611745515, age_s=0.0}"
629.0,POWER,97,NEUTRAL,OK,power_present,{age_s=0.0}
629.0,HR,114,NEUTRAL,OK,hr_present,{age_s=0.0}
629.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
629.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
629.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
629.0,AVG_GROSS,17.6,NEUTRAL,OK,distance_over_total_time,{}
629.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
630.0,SPEED,21.8,GREEN,OK,above_reference,"{reference_kmh=18.100377850162868, age_s=0.0}"
630.0,POWER,135,NEUTRAL,OK,power_present,{age_s=0.0}
630.0,HR,113,NEUTRAL,OK,hr_present,{age_s=0.0}
630.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
630.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
630.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
630.0,AVG_GROSS,17.6,NEUTRAL,OK,distance_over_total_time,{}
630.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
631.0,SPEED,21.9,GREEN,OK,above_reference,"{reference_kmh=18.124331707317072, age_s=0.0}"
631.0,POWER,119,NEUTRAL,OK,power_present,{age_s=0.0}
631.0,HR,113,NEUTRAL,OK,hr_present,{age_s=0.0}
631.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
631.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
631.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
631.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
631.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
632.0,SPEED,21.9,GREEN,OK,above_reference,"{reference_kmh=18.12155844155844, age_s=0.0}"
632.0,POWER,98,NEUTRAL,OK,power_present,{age_s=0.0}
632.0,HR,112,NEUTRAL,OK,hr_present,{age_s=0.0}
632.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
632.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
632.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
632.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
632.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
633.0,SPEED,21.8,GREEN,OK,above_reference,"{reference_kmh=18.132097244732577, age_s=0.0}"
633.0,POWER,55,NEUTRAL,OK,power_present,{age_s=0.0}
633.0,HR,111,NEUTRAL,OK,hr_present,{age_s=0.0}
633.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
633.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
633.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
633.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
633.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
634.0,SPEED,21.9,GREEN,OK,above_reference,"{reference_kmh=18.129320388349512, age_s=0.0}"
634.0,POWER,60,NEUTRAL,OK,power_present,{age_s=0.0}
634.0,HR,112,NEUTRAL,OK,hr_present,{age_s=0.0}
634.0,CADENCE,71,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
634.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
634.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
634.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
634.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
635.0,SPEED,21.7,GREEN,OK,above_reference,"{reference_kmh=18.139812600969304, age_s=0.0}"
635.0,POWER,52,NEUTRAL,OK,power_present,{age_s=0.0}
635.0,HR,112,NEUTRAL,OK,hr_present,{age_s=0.0}
635.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
635.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=-0.41, grade_display=-0.41}"
635.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
635.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
635.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
636.0,SPEED,21.4,GREEN,OK,above_reference,"{reference_kmh=18.137032258064515, age_s=0.0}"
636.0,POWER,52,NEUTRAL,OK,power_present,{age_s=0.0}
636.0,HR,112,NEUTRAL,OK,hr_present,{age_s=0.0}
636.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
636.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=-0.41, grade_display=-0.41}"
636.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
636.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
636.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
637.0,SPEED,20.6,GREEN,OK,above_reference,"{reference_kmh=18.147478260869566, age_s=0.0}"
637.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
637.0,HR,112,NEUTRAL,OK,hr_present,{age_s=0.0}
637.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=1.0}
637.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=-0.68, grade_display=-0.68}"
637.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
637.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
637.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
638.0,SPEED,20.4,GREEN,OK,above_reference,"{reference_kmh=18.15789067524116, age_s=0.0}"
638.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
638.0,HR,112,NEUTRAL,OK,hr_present,{age_s=0.0}
638.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=2.0}
638.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=-0.68, grade_display=-0.68}"
638.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
638.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
638.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
639.0,SPEED,19.9,GREEN,OK,above_reference,"{reference_kmh=18.155094703049762, age_s=0.0}"
639.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
639.0,HR,111,NEUTRAL,OK,hr_present,{age_s=0.0}
639.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=3.0}
639.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=-0.68, grade_display=-0.68}"
639.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
639.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
639.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
640.0,SPEED,19.6,NEUTRAL,OK,near_reference,"{reference_kmh=18.152307692307694, age_s=0.0}"
640.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
640.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
640.0,CADENCE,72,GREEN,OK,preferred_low_cadence_band,{age_s=4.0}
640.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=-0.68, grade_display=-0.68}"
640.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
640.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
640.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
641.0,SPEED,19.3,NEUTRAL,OK,near_reference,"{reference_kmh=18.1626624, age_s=0.0}"
641.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
641.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
641.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
641.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=-0.4, grade_display=-0.4}"
641.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
641.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
641.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
642.0,SPEED,18.8,NEUTRAL,OK,near_reference,"{reference_kmh=18.159872204472844, age_s=0.0}"
642.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
642.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
642.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
642.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=-0.4, grade_display=-0.4}"
642.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
642.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
642.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
643.0,SPEED,18.8,NEUTRAL,OK,near_reference,"{reference_kmh=18.15709090909091, age_s=0.0}"
643.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
643.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
643.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
643.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=-0.4, grade_display=-0.4}"
643.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
643.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
643.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
644.0,SPEED,18.4,NEUTRAL,OK,near_reference,"{reference_kmh=18.15431847133758, age_s=0.0}"
644.0,POWER,11,NEUTRAL,OK,power_present,{age_s=0.0}
644.0,HR,109,NEUTRAL,OK,hr_present,{age_s=0.0}
644.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
644.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=-0.4, grade_display=-0.4}"
644.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
644.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
644.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
645.0,SPEED,18.1,NEUTRAL,OK,near_reference,"{reference_kmh=18.15155484896661, age_s=0.0}"
645.0,POWER,11,NEUTRAL,OK,power_present,{age_s=0.0}
645.0,HR,109,NEUTRAL,OK,hr_present,{age_s=0.0}
645.0,CADENCE,6,AMBER,OK,outside_preferred_band,{age_s=0.0}
645.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=-0.4, grade_display=-0.4}"
645.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
645.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
645.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
646.0,SPEED,18.7,NEUTRAL,OK,near_reference,"{reference_kmh=18.1488, age_s=0.0}"
646.0,POWER,194,NEUTRAL,OK,power_present,{age_s=0.0}
646.0,HR,108,NEUTRAL,OK,hr_present,{age_s=0.0}
646.0,CADENCE,39,AMBER,OK,outside_preferred_band,{age_s=0.0}
646.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=-0.4, grade_display=-0.4}"
646.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
646.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
646.0,AVG_MOVING,18.1,NEUTRAL,OK,distance_over_moving_time,{}
647.0,SPEED,20.0,GREEN,OK,above_reference,"{reference_kmh=18.17206973058637, age_s=0.0}"
647.0,POWER,233,NEUTRAL,OK,power_present,{age_s=0.0}
647.0,HR,105,NEUTRAL,OK,hr_present,{age_s=0.0}
647.0,CADENCE,62,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
647.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
647.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
647.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
647.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
648.0,SPEED,20.3,GREEN,OK,above_reference,"{reference_kmh=18.156303797468354, age_s=0.0}"
648.0,POWER,281,NEUTRAL,OK,power_present,{age_s=0.0}
648.0,HR,104,NEUTRAL,OK,hr_present,{age_s=0.0}
648.0,CADENCE,66,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
648.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
648.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
648.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
648.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
649.0,SPEED,20.4,GREEN,OK,above_reference,"{reference_kmh=18.15355450236967, age_s=0.0}"
649.0,POWER,212,NEUTRAL,OK,power_present,{age_s=0.0}
649.0,HR,103,NEUTRAL,OK,hr_present,{age_s=0.0}
649.0,CADENCE,67,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
649.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
649.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
649.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
649.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
650.0,SPEED,20.4,GREEN,OK,above_reference,"{reference_kmh=18.17670662460568, age_s=0.0}"
650.0,POWER,178,NEUTRAL,OK,power_present,{age_s=0.0}
650.0,HR,102,NEUTRAL,OK,hr_present,{age_s=0.0}
650.0,CADENCE,67,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
650.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
650.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
650.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
650.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
651.0,SPEED,20.1,GREEN,OK,above_reference,"{reference_kmh=18.186859842519684, age_s=0.0}"
651.0,POWER,130,NEUTRAL,OK,power_present,{age_s=0.0}
651.0,HR,102,NEUTRAL,OK,hr_present,{age_s=0.0}
651.0,CADENCE,66,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
651.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
651.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
651.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
651.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
652.0,SPEED,19.7,GREEN,OK,above_reference,"{reference_kmh=18.184075471698115, age_s=0.0}"
652.0,POWER,156,NEUTRAL,OK,power_present,{age_s=0.0}
652.0,HR,103,NEUTRAL,OK,hr_present,{age_s=0.0}
652.0,CADENCE,65,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
652.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
652.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
652.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
652.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
653.0,SPEED,19.4,NEUTRAL,OK,near_reference,"{reference_kmh=18.181299843014127, age_s=0.0}"
653.0,POWER,146,NEUTRAL,OK,power_present,{age_s=0.0}
653.0,HR,104,NEUTRAL,OK,hr_present,{age_s=0.0}
653.0,CADENCE,64,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
653.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
653.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
653.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
653.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
654.0,SPEED,19.5,NEUTRAL,OK,near_reference,"{reference_kmh=18.19139811912226, age_s=0.0}"
654.0,POWER,109,NEUTRAL,OK,power_present,{age_s=0.0}
654.0,HR,104,NEUTRAL,OK,hr_present,{age_s=0.0}
654.0,CADENCE,63,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
654.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
654.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
654.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
654.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
655.0,SPEED,19.8,GREEN,OK,above_reference,"{reference_kmh=18.188619718309862, age_s=0.0}"
655.0,POWER,100,NEUTRAL,OK,power_present,{age_s=0.0}
655.0,HR,105,NEUTRAL,OK,hr_present,{age_s=0.0}
655.0,CADENCE,63,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
655.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
655.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
655.0,AVG_GROSS,17.7,NEUTRAL,OK,distance_over_total_time,{}
655.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
656.0,SPEED,20.0,GREEN,OK,above_reference,"{reference_kmh=18.198675, age_s=0.0}"
656.0,POWER,131,NEUTRAL,OK,power_present,{age_s=0.0}
656.0,HR,106,NEUTRAL,OK,hr_present,{age_s=0.0}
656.0,CADENCE,64,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
656.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
656.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
656.0,AVG_GROSS,17.8,NEUTRAL,OK,distance_over_total_time,{}
656.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
657.0,SPEED,20.5,GREEN,OK,above_reference,"{reference_kmh=18.19589391575663, age_s=0.0}"
657.0,POWER,107,NEUTRAL,OK,power_present,{age_s=0.0}
657.0,HR,108,NEUTRAL,OK,hr_present,{age_s=0.0}
657.0,CADENCE,65,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
657.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
657.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
657.0,AVG_GROSS,17.8,NEUTRAL,OK,distance_over_total_time,{}
657.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
658.0,SPEED,20.6,GREEN,OK,above_reference,"{reference_kmh=18.1931214953271, age_s=0.0}"
658.0,POWER,89,NEUTRAL,OK,power_present,{age_s=0.0}
658.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
658.0,CADENCE,67,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
658.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
658.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
658.0,AVG_GROSS,17.8,NEUTRAL,OK,distance_over_total_time,{}
658.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
659.0,SPEED,20.6,GREEN,OK,above_reference,"{reference_kmh=18.203122861586316, age_s=0.0}"
659.0,POWER,46,NEUTRAL,OK,power_present,{age_s=0.0}
659.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
659.0,CADENCE,67,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
659.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.56, grade_display=0.56}"
659.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
659.0,AVG_GROSS,17.8,NEUTRAL,OK,distance_over_total_time,{}
659.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
660.0,SPEED,20.5,GREEN,OK,above_reference,"{reference_kmh=18.200347826086958, age_s=0.0}"
660.0,POWER,46,NEUTRAL,OK,power_present,{age_s=0.0}
660.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
660.0,CADENCE,67,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
660.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.56, grade_display=0.56}"
660.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
660.0,AVG_GROSS,17.8,NEUTRAL,OK,distance_over_total_time,{}
660.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
661.0,SPEED,19.9,GREEN,OK,above_reference,"{reference_kmh=18.197581395348838, age_s=0.0}"
661.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
661.0,HR,109,NEUTRAL,OK,hr_present,{age_s=0.0}
661.0,CADENCE,67,GREEN,OK,preferred_low_cadence_band,{age_s=1.0}
661.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.56, grade_display=0.56}"
661.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
661.0,AVG_GROSS,17.8,NEUTRAL,OK,distance_over_total_time,{}
661.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
662.0,SPEED,19.1,NEUTRAL,OK,near_reference,"{reference_kmh=18.194823529411764, age_s=0.0}"
662.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
662.0,HR,108,NEUTRAL,OK,hr_present,{age_s=0.0}
662.0,CADENCE,67,GREEN,OK,preferred_low_cadence_band,{age_s=2.0}
662.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.56, grade_display=0.56}"
662.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
662.0,AVG_GROSS,17.8,NEUTRAL,OK,distance_over_total_time,{}
662.0,AVG_MOVING,18.2,NEUTRAL,OK,distance_over_moving_time,{}
663.0,SPEED,18.0,NEUTRAL,OK,near_reference,"{reference_kmh=18.217446676970635, age_s=0.0}"
663.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
663.0,HR,106,NEUTRAL,OK,hr_present,{age_s=0.0}
663.0,CADENCE,67,GREEN,OK,preferred_low_cadence_band,{age_s=3.0}
663.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.54, grade_display=0.54}"
663.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
