t,field,value,color,status,reason,raw
121.0,POWER,122,NEUTRAL,OK,power_present,{age_s=0.0}
121.0,HR,111,NEUTRAL,OK,hr_present,{age_s=0.0}
121.0,CADENCE,49,AMBER,OK,outside_preferred_band,{age_s=0.0}
121.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
121.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
122.0,SPEED,17.0,GREEN,OK,above_reference,"{reference_kmh=8.596638655462183, age_s=0.0}"
122.0,POWER,123,NEUTRAL,OK,power_present,{age_s=0.0}
122.0,HR,112,NEUTRAL,OK,hr_present,{age_s=0.0}
122.0,CADENCE,50,AMBER,OK,outside_preferred_band,{age_s=0.0}
122.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
122.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
123.0,SPEED,17.2,GREEN,OK,above_reference,"{reference_kmh=8.689075630252098, age_s=0.0}"
123.0,POWER,125,NEUTRAL,OK,power_present,{age_s=0.0}
123.0,HR,112,NEUTRAL,OK,hr_present,{age_s=0.0}
123.0,CADENCE,50,AMBER,OK,outside_preferred_band,{age_s=0.0}
123.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
123.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
124.0,SPEED,17.4,GREEN,OK,above_reference,"{reference_kmh=8.781512605042014, age_s=0.0}"
124.0,POWER,126,NEUTRAL,OK,power_present,{age_s=0.0}
124.0,HR,112,NEUTRAL,OK,hr_present,{age_s=0.0}
124.0,CADENCE,51,AMBER,OK,outside_preferred_band,{age_s=0.0}
124.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
124.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
125.0,SPEED,17.6,GREEN,OK,above_reference,"{reference_kmh=8.873949579831931, age_s=0.0}"
125.0,POWER,127,NEUTRAL,OK,power_present,{age_s=0.0}
125.0,HR,112,NEUTRAL,OK,hr_present,{age_s=0.0}
125.0,CADENCE,51,AMBER,OK,outside_preferred_band,{age_s=0.0}
125.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
125.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
126.0,SPEED,17.7,GREEN,OK,above_reference,"{reference_kmh=8.966386554621847, age_s=0.0}"
126.0,POWER,129,NEUTRAL,OK,power_present,{age_s=0.0}
126.0,HR,113,NEUTRAL,OK,hr_present,{age_s=0.0}
126.0,CADENCE,52,AMBER,OK,outside_preferred_band,{age_s=0.0}
126.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
126.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
127.0,SPEED,17.9,GREEN,OK,above_reference,"{reference_kmh=9.058823529411763, age_s=0.0}"
127.0,POWER,130,NEUTRAL,OK,power_present,{age_s=0.0}
127.0,HR,113,NEUTRAL,OK,hr_present,{age_s=0.0}
127.0,CADENCE,52,AMBER,OK,outside_preferred_band,{age_s=0.0}
127.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
127.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
128.0,SPEED,18.1,GREEN,OK,above_reference,"{reference_kmh=9.151260504201678, age_s=0.0}"
128.0,POWER,131,NEUTRAL,OK,power_present,{age_s=0.0}
128.0,HR,113,NEUTRAL,OK,hr_present,{age_s=0.0}
128.0,CADENCE,53,AMBER,OK,outside_preferred_band,{age_s=0.0}
128.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
128.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
129.0,SPEED,18.3,GREEN,OK,above_reference,"{reference_kmh=9.243697478991594, age_s=0.0}"
129.0,POWER,133,NEUTRAL,OK,power_present,{age_s=0.0}
129.0,HR,114,NEUTRAL,OK,hr_present,{age_s=0.0}
129.0,CADENCE,54,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
129.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
129.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
130.0,SPEED,18.5,GREEN,OK,above_reference,"{reference_kmh=9.336134453781511, age_s=0.0}"
130.0,POWER,134,NEUTRAL,OK,power_present,{age_s=0.0}
130.0,HR,114,NEUTRAL,OK,hr_present,{age_s=0.0}
130.0,CADENCE,54,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
130.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
130.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
131.0,SPEED,18.7,GREEN,OK,above_reference,"{reference_kmh=9.428571428571427, age_s=0.0}"
131.0,POWER,135,NEUTRAL,OK,power_present,{age_s=0.0}
131.0,HR,114,NEUTRAL,OK,hr_present,{age_s=0.0}
131.0,CADENCE,55,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
131.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
131.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
132.0,SPEED,18.9,GREEN,OK,above_reference,"{reference_kmh=9.521008403361344, age_s=0.0}"
132.0,POWER,137,NEUTRAL,OK,power_present,{age_s=0.0}
132.0,HR,115,NEUTRAL,OK,hr_present,{age_s=0.0}
132.0,CADENCE,55,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
132.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
132.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
133.0,SPEED,19.0,GREEN,OK,above_reference,"{reference_kmh=9.61344537815126, age_s=0.0}"
133.0,POWER,138,NEUTRAL,OK,power_present,{age_s=0.0}
133.0,HR,115,NEUTRAL,OK,hr_present,{age_s=0.0}
133.0,CADENCE,56,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
133.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
133.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
134.0,SPEED,19.2,GREEN,OK,above_reference,"{reference_kmh=9.705882352941178, age_s=0.0}"
134.0,POWER,139,NEUTRAL,OK,power_present,{age_s=0.0}
134.0,HR,115,NEUTRAL,OK,hr_present,{age_s=0.0}
134.0,CADENCE,56,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
134.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
134.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
135.0,SPEED,19.4,GREEN,OK,above_reference,"{reference_kmh=9.798319327731091, age_s=0.0}"
135.0,POWER,141,NEUTRAL,OK,power_present,{age_s=0.0}
135.0,HR,115,NEUTRAL,OK,hr_present,{age_s=0.0}
135.0,CADENCE,57,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
135.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
135.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
136.0,SPEED,19.6,GREEN,OK,above_reference,"{reference_kmh=9.890756302521009, age_s=0.0}"
136.0,POWER,142,NEUTRAL,OK,power_present,{age_s=0.0}
136.0,HR,116,NEUTRAL,OK,hr_present,{age_s=0.0}
136.0,CADENCE,57,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
136.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
136.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
137.0,SPEED,19.8,GREEN,OK,above_reference,"{reference_kmh=9.983193277310923, age_s=0.0}"
137.0,POWER,143,NEUTRAL,OK,power_present,{age_s=0.0}
137.0,HR,116,NEUTRAL,OK,hr_present,{age_s=0.0}
137.0,CADENCE,58,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
137.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
137.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
138.0,SPEED,20.0,GREEN,OK,above_reference,"{reference_kmh=10.07563025210084, age_s=0.0}"
138.0,POWER,145,NEUTRAL,OK,power_present,{age_s=0.0}
138.0,HR,116,NEUTRAL,OK,hr_present,{age_s=0.0}
138.0,CADENCE,58,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
138.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
138.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
139.0,SPEED,20.2,GREEN,OK,above_reference,"{reference_kmh=10.168067226890757, age_s=0.0}"
139.0,POWER,146,NEUTRAL,OK,power_present,{age_s=0.0}
139.0,HR,117,NEUTRAL,OK,hr_present,{age_s=0.0}
139.0,CADENCE,59,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
139.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
139.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
140.0,SPEED,20.3,GREEN,OK,above_reference,"{reference_kmh=10.260504201680673, age_s=0.0}"
140.0,POWER,147,NEUTRAL,OK,power_present,{age_s=0.0}
140.0,HR,117,NEUTRAL,OK,hr_present,{age_s=0.0}
140.0,CADENCE,60,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
140.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
140.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
141.0,SPEED,20.5,GREEN,OK,above_reference,"{reference_kmh=10.352941176470589, age_s=0.0}"
141.0,POWER,149,NEUTRAL,OK,power_present,{age_s=0.0}
141.0,HR,117,NEUTRAL,OK,hr_present,{age_s=0.0}
141.0,CADENCE,60,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
141.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
141.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
142.0,SPEED,20.7,GREEN,OK,above_reference,"{reference_kmh=10.445378151260503, age_s=0.0}"
142.0,POWER,150,NEUTRAL,OK,power_present,{age_s=0.0}
142.0,HR,117,NEUTRAL,OK,hr_present,{age_s=0.0}
142.0,CADENCE,61,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
142.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
142.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
143.0,SPEED,20.9,GREEN,OK,above_reference,"{reference_kmh=10.537815126050418, age_s=0.0}"
143.0,POWER,151,NEUTRAL,OK,power_present,{age_s=0.0}
143.0,HR,118,NEUTRAL,OK,hr_present,{age_s=0.0}
143.0,CADENCE,61,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
143.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
143.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
144.0,SPEED,21.1,GREEN,OK,above_reference,"{reference_kmh=10.630252100840334, age_s=0.0}"
144.0,POWER,153,NEUTRAL,OK,power_present,{age_s=0.0}
144.0,HR,118,NEUTRAL,OK,hr_present,{age_s=0.0}
144.0,CADENCE,62,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
144.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
144.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
145.0,SPEED,21.3,GREEN,OK,above_reference,"{reference_kmh=10.722689075630251, age_s=0.0}"
145.0,POWER,154,NEUTRAL,OK,power_present,{age_s=0.0}
145.0,HR,118,NEUTRAL,OK,hr_present,{age_s=0.0}
145.0,CADENCE,62,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
145.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
145.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
146.0,SPEED,21.4,GREEN,OK,above_reference,"{reference_kmh=10.815126050420167, age_s=0.0}"
146.0,POWER,155,NEUTRAL,OK,power_present,{age_s=0.0}
146.0,HR,119,NEUTRAL,OK,hr_present,{age_s=0.0}
146.0,CADENCE,63,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
146.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
146.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
147.0,SPEED,21.6,GREEN,OK,above_reference,"{reference_kmh=10.907563025210083, age_s=0.0}"
147.0,POWER,157,NEUTRAL,OK,power_present,{age_s=0.0}
147.0,HR,119,NEUTRAL,OK,hr_present,{age_s=0.0}
147.0,CADENCE,63,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
147.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
147.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
148.0,SPEED,21.8,GREEN,OK,above_reference,"{reference_kmh=10.999999999999998, age_s=0.0}"
148.0,POWER,158,NEUTRAL,OK,power_present,{age_s=0.0}
148.0,HR,119,NEUTRAL,OK,hr_present,{age_s=0.0}
148.0,CADENCE,64,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
148.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
148.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
149.0,SPEED,22.0,GREEN,OK,above_reference,"{reference_kmh=11.092436974789916, age_s=0.0}"
149.0,POWER,160,NEUTRAL,OK,power_present,{age_s=0.0}
149.0,HR,120,NEUTRAL,OK,hr_present,{age_s=0.0}
149.0,CADENCE,65,GREEN,OK,preferred_low_cadence_band,{age_s=0.0}
149.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
149.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
150.0,SPEED,21.4,GREEN,OK,above_reference,"{reference_kmh=11.178333333333333, age_s=0.0}"
150.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
150.0,HR,120,NEUTRAL,OK,hr_present,{age_s=0.0}
150.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
150.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
150.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
151.0,SPEED,20.8,GREEN,OK,above_reference,"{reference_kmh=11.257851239669419, age_s=0.0}"
151.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
151.0,HR,119,NEUTRAL,OK,hr_present,{age_s=0.0}
151.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
151.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
151.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
152.0,SPEED,20.2,GREEN,OK,above_reference,"{reference_kmh=11.331147540983604, age_s=0.0}"
152.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
152.0,HR,119,NEUTRAL,OK,hr_present,{age_s=0.0}
152.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
152.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
152.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
153.0,SPEED,19.6,GREEN,OK,above_reference,"{reference_kmh=11.398373983739837, age_s=0.0}"
153.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
153.0,HR,118,NEUTRAL,OK,hr_present,{age_s=0.0}
153.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
153.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
153.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
154.0,SPEED,19.0,GREEN,OK,above_reference,"{reference_kmh=11.459677419354838, age_s=0.0}"
154.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
154.0,HR,118,NEUTRAL,OK,hr_present,{age_s=0.0}
154.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
154.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
154.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
155.0,SPEED,18.4,GREEN,OK,above_reference,"{reference_kmh=11.515199999999998, age_s=0.0}"
155.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
155.0,HR,117,NEUTRAL,OK,hr_present,{age_s=0.0}
155.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
155.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
155.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
156.0,SPEED,17.8,GREEN,OK,above_reference,"{reference_kmh=11.565079365079363, age_s=0.0}"
156.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
156.0,HR,117,NEUTRAL,OK,hr_present,{age_s=0.0}
156.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
156.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
156.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
157.0,SPEED,17.2,GREEN,OK,above_reference,"{reference_kmh=11.609448818897636, age_s=0.0}"
157.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
157.0,HR,116,NEUTRAL,OK,hr_present,{age_s=0.0}
157.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
157.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
157.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
158.0,SPEED,16.6,GREEN,OK,above_reference,"{reference_kmh=11.648437499999998, age_s=0.0}"
158.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
158.0,HR,116,NEUTRAL,OK,hr_present,{age_s=0.0}
158.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
158.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
158.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
159.0,SPEED,16.0,GREEN,OK,above_reference,"{reference_kmh=11.682170542635657, age_s=0.0}"
159.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
159.0,HR,115,NEUTRAL,OK,hr_present,{age_s=0.0}
159.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
159.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
159.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
160.0,SPEED,15.4,GREEN,OK,above_reference,"{reference_kmh=11.71076923076923, age_s=0.0}"
160.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
160.0,HR,115,NEUTRAL,OK,hr_present,{age_s=0.0}
160.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
160.0,GRADE,0,NEUTRAL,OK,flat_deadband,"{grade_raw=0.0, grade_display=0.0}"
160.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
161.0,SPEED,14.8,GREEN,OK,above_reference,"{reference_kmh=11.734351145038165, age_s=0.0}"
161.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
161.0,HR,114,NEUTRAL,OK,hr_present,{age_s=0.0}
161.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
161.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=6.0, grade_display=0.0}"
161.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
162.0,SPEED,14.2,GREEN,OK,above_reference,"{reference_kmh=11.7530303030303, age_s=0.0}"
162.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
162.0,HR,114,NEUTRAL,OK,hr_present,{age_s=0.0}
162.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
162.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=7.0, grade_display=0.0}"
162.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
163.0,SPEED,13.6,GREEN,OK,above_reference,"{reference_kmh=11.76691729323308, age_s=0.0}"
163.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
163.0,HR,113,NEUTRAL,OK,hr_present,{age_s=0.0}
163.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
163.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=8.0, grade_display=0.0}"
163.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
164.0,SPEED,13.0,NEUTRAL,OK,near_reference,"{reference_kmh=11.776119402985072, age_s=0.0}"
164.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
164.0,HR,113,NEUTRAL,OK,hr_present,{age_s=0.0}
164.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
164.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=9.0, grade_display=0.0}"
164.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
165.0,SPEED,12.4,NEUTRAL,OK,near_reference,"{reference_kmh=11.780740740740738, age_s=0.0}"
165.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
165.0,HR,112,NEUTRAL,OK,hr_present,{age_s=0.0}
165.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
165.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=10.0, grade_display=0.0}"
165.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
166.0,SPEED,11.8,NEUTRAL,OK,near_reference,"{reference_kmh=11.780882352941173, age_s=0.0}"
166.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
166.0,HR,112,NEUTRAL,OK,hr_present,{age_s=0.0}
166.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
166.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=11.0, grade_display=0.0}"
166.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
167.0,SPEED,11.2,NEUTRAL,OK,near_reference,"{reference_kmh=11.776642335766418, age_s=0.0}"
167.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
167.0,HR,111,NEUTRAL,OK,hr_present,{age_s=0.0}
167.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
167.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=12.0, grade_display=0.0}"
167.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
168.0,SPEED,10.6,NEUTRAL,OK,near_reference,"{reference_kmh=11.768115942028983, age_s=0.0}"
168.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
168.0,HR,111,NEUTRAL,OK,hr_present,{age_s=0.0}
168.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
168.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=13.0, grade_display=0.0}"
168.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
169.0,SPEED,10.0,AMBER,OK,below_reference,"{reference_kmh=11.755395683453234, age_s=0.0}"
169.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
169.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
169.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
169.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=14.0, grade_display=0.0}"
169.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
170.0,SPEED,9.4,AMBER,OK,below_reference,"{reference_kmh=11.738571428571424, age_s=0.0}"
170.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
170.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
170.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
170.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=15.0, grade_display=0.0}"
170.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
171.0,SPEED,8.8,AMBER,OK,below_reference,"{reference_kmh=11.717730496453896, age_s=0.0}"
171.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
171.0,HR,109,NEUTRAL,OK,hr_present,{age_s=0.0}
171.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
171.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=16.0, grade_display=0.0}"
171.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
172.0,SPEED,8.2,AMBER,OK,below_reference,"{reference_kmh=11.69295774647887, age_s=0.0}"
172.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
172.0,HR,109,NEUTRAL,OK,hr_present,{age_s=0.0}
172.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
172.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=17.0, grade_display=0.0}"
172.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
173.0,SPEED,7.6,AMBER,OK,below_reference,"{reference_kmh=11.66433566433566, age_s=0.0}"
173.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
173.0,HR,108,NEUTRAL,OK,hr_present,{age_s=0.0}
173.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
173.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=18.0, grade_display=0.0}"
173.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
174.0,SPEED,7.0,AMBER,OK,below_reference,"{reference_kmh=11.631944444444441, age_s=0.0}"
174.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
174.0,HR,108,NEUTRAL,OK,hr_present,{age_s=0.0}
174.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
174.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=19.0, grade_display=0.0}"
174.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
175.0,SPEED,6.4,AMBER,OK,below_reference,"{reference_kmh=11.595862068965513, age_s=0.0}"
175.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
175.0,HR,107,NEUTRAL,OK,hr_present,{age_s=0.0}
175.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
175.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=20.0, grade_display=0.0}"
175.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
176.0,SPEED,5.8,AMBER,OK,below_reference,"{reference_kmh=11.55616438356164, age_s=0.0}"
176.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
176.0,HR,107,NEUTRAL,OK,hr_present,{age_s=0.0}
176.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
176.0,GRADE,0.0,GRAY,STALE,grade_stale,"{age_s=21.0, grade_display=0.0}"
176.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
177.0,SPEED,5.2,AMBER,OK,below_reference,"{reference_kmh=11.512925170068023, age_s=0.0}"
177.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
177.0,HR,106,NEUTRAL,OK,hr_present,{age_s=0.0}
