t,field,value,color,status,reason,raw
60.0,CADENCE,16,AMBER,OK,outside_preferred_band,{age_s=0.0}
60.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
60.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
61.0,SPEED,5.7,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
61.0,POWER,41,NEUTRAL,OK,power_present,{age_s=0.0}
61.0,HR,94,NEUTRAL,OK,hr_present,{age_s=0.0}
61.0,CADENCE,16,AMBER,OK,outside_preferred_band,{age_s=0.0}
61.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
61.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
62.0,SPEED,5.9,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
62.0,POWER,43,NEUTRAL,OK,power_present,{age_s=0.0}
62.0,HR,94,NEUTRAL,OK,hr_present,{age_s=0.0}
62.0,CADENCE,17,AMBER,OK,outside_preferred_band,{age_s=0.0}
62.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
62.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
63.0,SPEED,6.1,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
63.0,POWER,44,NEUTRAL,OK,power_present,{age_s=0.0}
63.0,HR,94,NEUTRAL,OK,hr_present,{age_s=0.0}
63.0,CADENCE,18,AMBER,OK,outside_preferred_band,{age_s=0.0}
63.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
63.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
64.0,SPEED,6.3,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
64.0,POWER,45,NEUTRAL,OK,power_present,{age_s=0.0}
64.0,HR,95,NEUTRAL,OK,hr_present,{age_s=0.0}
64.0,CADENCE,18,AMBER,OK,outside_preferred_band,{age_s=0.0}
64.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
64.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
65.0,SPEED,6.5,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
65.0,POWER,47,NEUTRAL,OK,power_present,{age_s=0.0}
65.0,HR,95,NEUTRAL,OK,hr_present,{age_s=0.0}
65.0,CADENCE,19,AMBER,OK,outside_preferred_band,{age_s=0.0}
65.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
65.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
66.0,SPEED,6.7,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
66.0,POWER,48,NEUTRAL,OK,power_present,{age_s=0.0}
66.0,HR,95,NEUTRAL,OK,hr_present,{age_s=0.0}
66.0,CADENCE,19,AMBER,OK,outside_preferred_band,{age_s=0.0}
66.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
66.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
67.0,SPEED,6.8,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
67.0,POWER,49,NEUTRAL,OK,power_present,{age_s=0.0}
67.0,HR,95,NEUTRAL,OK,hr_present,{age_s=0.0}
67.0,CADENCE,20,AMBER,OK,outside_preferred_band,{age_s=0.0}
67.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
67.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
68.0,SPEED,7.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
68.0,POWER,51,NEUTRAL,OK,power_present,{age_s=0.0}
68.0,HR,96,NEUTRAL,OK,hr_present,{age_s=0.0}
68.0,CADENCE,20,AMBER,OK,outside_preferred_band,{age_s=0.0}
68.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
68.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
69.0,SPEED,7.2,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
69.0,POWER,52,NEUTRAL,OK,power_present,{age_s=0.0}
69.0,HR,96,NEUTRAL,OK,hr_present,{age_s=0.0}
69.0,CADENCE,21,AMBER,OK,outside_preferred_band,{age_s=0.0}
69.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
69.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
70.0,SPEED,7.4,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
70.0,POWER,53,NEUTRAL,OK,power_present,{age_s=0.0}
70.0,HR,96,NEUTRAL,OK,hr_present,{age_s=0.0}
70.0,CADENCE,21,AMBER,OK,outside_preferred_band,{age_s=0.0}
70.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
70.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
71.0,SPEED,7.6,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
71.0,POWER,55,NEUTRAL,OK,power_present,{age_s=0.0}
71.0,HR,97,NEUTRAL,OK,hr_present,{age_s=0.0}
71.0,CADENCE,22,AMBER,OK,outside_preferred_band,{age_s=0.0}
71.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
71.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
72.0,SPEED,7.8,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
72.0,POWER,56,NEUTRAL,OK,power_present,{age_s=0.0}
72.0,HR,97,NEUTRAL,OK,hr_present,{age_s=0.0}
72.0,CADENCE,22,AMBER,OK,outside_preferred_band,{age_s=0.0}
72.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
72.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
73.0,SPEED,7.9,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
73.0,POWER,57,NEUTRAL,OK,power_present,{age_s=0.0}
73.0,HR,97,NEUTRAL,OK,hr_present,{age_s=0.0}
73.0,CADENCE,23,AMBER,OK,outside_preferred_band,{age_s=0.0}
73.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
73.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
74.0,SPEED,8.1,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
74.0,POWER,59,NEUTRAL,OK,power_present,{age_s=0.0}
74.0,HR,97,NEUTRAL,OK,hr_present,{age_s=0.0}
74.0,CADENCE,24,AMBER,OK,outside_preferred_band,{age_s=0.0}
74.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
74.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
75.0,SPEED,8.3,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
75.0,POWER,60,NEUTRAL,OK,power_present,{age_s=0.0}
75.0,HR,98,NEUTRAL,OK,hr_present,{age_s=0.0}
75.0,CADENCE,24,AMBER,OK,outside_preferred_band,{age_s=0.0}
75.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
75.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
76.0,SPEED,8.5,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
76.0,POWER,61,NEUTRAL,OK,power_present,{age_s=0.0}
76.0,HR,98,NEUTRAL,OK,hr_present,{age_s=0.0}
76.0,CADENCE,25,AMBER,OK,outside_preferred_band,{age_s=0.0}
76.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
76.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
77.0,SPEED,8.7,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
77.0,POWER,63,NEUTRAL,OK,power_present,{age_s=0.0}
77.0,HR,98,NEUTRAL,OK,hr_present,{age_s=0.0}
77.0,CADENCE,25,AMBER,OK,outside_preferred_band,{age_s=0.0}
77.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
77.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
78.0,SPEED,8.9,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
78.0,POWER,64,NEUTRAL,OK,power_present,{age_s=0.0}
78.0,HR,99,NEUTRAL,OK,hr_present,{age_s=0.0}
78.0,CADENCE,26,AMBER,OK,outside_preferred_band,{age_s=0.0}
78.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
78.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
79.0,SPEED,9.1,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
79.0,POWER,65,NEUTRAL,OK,power_present,{age_s=0.0}
79.0,HR,99,NEUTRAL,OK,hr_present,{age_s=0.0}
79.0,CADENCE,26,AMBER,OK,outside_preferred_band,{age_s=0.0}
79.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
79.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
80.0,SPEED,9.2,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
80.0,POWER,67,NEUTRAL,OK,power_present,{age_s=0.0}
80.0,HR,99,NEUTRAL,OK,hr_present,{age_s=0.0}
80.0,CADENCE,27,AMBER,OK,outside_preferred_band,{age_s=0.0}
80.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
80.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
81.0,SPEED,9.4,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
81.0,POWER,68,NEUTRAL,OK,power_present,{age_s=0.0}
81.0,HR,100,NEUTRAL,OK,hr_present,{age_s=0.0}
81.0,CADENCE,27,AMBER,OK,outside_preferred_band,{age_s=0.0}
81.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
81.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
82.0,SPEED,9.6,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
82.0,POWER,69,NEUTRAL,OK,power_present,{age_s=0.0}
82.0,HR,100,NEUTRAL,OK,hr_present,{age_s=0.0}
82.0,CADENCE,28,AMBER,OK,outside_preferred_band,{age_s=0.0}
82.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
82.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
83.0,SPEED,9.8,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
83.0,POWER,71,NEUTRAL,OK,power_present,{age_s=0.0}
83.0,HR,100,NEUTRAL,OK,hr_present,{age_s=0.0}
83.0,CADENCE,28,AMBER,OK,outside_preferred_band,{age_s=0.0}
83.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
83.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
84.0,SPEED,10.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
84.0,POWER,72,NEUTRAL,OK,power_present,{age_s=0.0}
84.0,HR,100,NEUTRAL,OK,hr_present,{age_s=0.0}
84.0,CADENCE,29,AMBER,OK,outside_preferred_band,{age_s=0.0}
84.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
84.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
85.0,SPEED,10.2,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
85.0,POWER,73,NEUTRAL,OK,power_present,{age_s=0.0}
85.0,HR,101,NEUTRAL,OK,hr_present,{age_s=0.0}
85.0,CADENCE,30,AMBER,OK,outside_preferred_band,{age_s=0.0}
85.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
85.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
86.0,SPEED,10.4,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
86.0,POWER,75,NEUTRAL,OK,power_present,{age_s=0.0}
86.0,HR,101,NEUTRAL,OK,hr_present,{age_s=0.0}
86.0,CADENCE,30,AMBER,OK,outside_preferred_band,{age_s=0.0}
86.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
86.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
87.0,SPEED,10.5,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
87.0,POWER,76,NEUTRAL,OK,power_present,{age_s=0.0}
87.0,HR,101,NEUTRAL,OK,hr_present,{age_s=0.0}
87.0,CADENCE,31,AMBER,OK,outside_preferred_band,{age_s=0.0}
87.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
87.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
88.0,SPEED,10.7,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
88.0,POWER,77,NEUTRAL,OK,power_present,{age_s=0.0}
88.0,HR,102,NEUTRAL,OK,hr_present,{age_s=0.0}
88.0,CADENCE,31,AMBER,OK,outside_preferred_band,{age_s=0.0}
88.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
88.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
89.0,SPEED,10.9,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
89.0,POWER,79,NEUTRAL,OK,power_present,{age_s=0.0}
89.0,HR,102,NEUTRAL,OK,hr_present,{age_s=0.0}
89.0,CADENCE,32,AMBER,OK,outside_preferred_band,{age_s=0.0}
89.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
89.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
90.0,SPEED,11.1,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
90.0,POWER,80,NEUTRAL,OK,power_present,{age_s=0.0}
90.0,HR,102,NEUTRAL,OK,hr_present,{age_s=0.0}
90.0,CADENCE,32,AMBER,OK,outside_preferred_band,{age_s=0.0}
90.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
90.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
91.0,SPEED,11.3,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
91.0,POWER,82,NEUTRAL,OK,power_present,{age_s=0.0}
91.0,HR,102,NEUTRAL,OK,hr_present,{age_s=0.0}
91.0,CADENCE,33,AMBER,OK,outside_preferred_band,{age_s=0.0}
91.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
91.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
92.0,SPEED,11.5,GREEN,OK,above_reference,"{reference_kmh=5.823529411764705, age_s=0.0}"
92.0,POWER,83,NEUTRAL,OK,power_present,{age_s=0.0}
92.0,HR,103,NEUTRAL,OK,hr_present,{age_s=0.0}
92.0,CADENCE,33,AMBER,OK,outside_preferred_band,{age_s=0.0}
92.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
92.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
93.0,SPEED,11.6,GREEN,OK,above_reference,"{reference_kmh=5.9159663865546195, age_s=0.0}"
93.0,POWER,84,NEUTRAL,OK,power_present,{age_s=0.0}
93.0,HR,103,NEUTRAL,OK,hr_present,{age_s=0.0}
93.0,CADENCE,34,AMBER,OK,outside_preferred_band,{age_s=0.0}
93.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
93.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
94.0,SPEED,11.8,GREEN,OK,above_reference,"{reference_kmh=6.008403361344537, age_s=0.0}"
94.0,POWER,86,NEUTRAL,OK,power_present,{age_s=0.0}
94.0,HR,103,NEUTRAL,OK,hr_present,{age_s=0.0}
94.0,CADENCE,34,AMBER,OK,outside_preferred_band,{age_s=0.0}
94.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
94.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
95.0,SPEED,12.0,GREEN,OK,above_reference,"{reference_kmh=6.100840336134453, age_s=0.0}"
95.0,POWER,87,NEUTRAL,OK,power_present,{age_s=0.0}
95.0,HR,104,NEUTRAL,OK,hr_present,{age_s=0.0}
95.0,CADENCE,35,AMBER,OK,outside_preferred_band,{age_s=0.0}
95.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
95.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
96.0,SPEED,12.2,GREEN,OK,above_reference,"{reference_kmh=6.193277310924368, age_s=0.0}"
96.0,POWER,88,NEUTRAL,OK,power_present,{age_s=0.0}
96.0,HR,104,NEUTRAL,OK,hr_present,{age_s=0.0}
96.0,CADENCE,36,AMBER,OK,outside_preferred_band,{age_s=0.0}
96.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
96.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
97.0,SPEED,12.4,GREEN,OK,above_reference,"{reference_kmh=6.285714285714285, age_s=0.0}"
97.0,POWER,90,NEUTRAL,OK,power_present,{age_s=0.0}
97.0,HR,104,NEUTRAL,OK,hr_present,{age_s=0.0}
97.0,CADENCE,36,AMBER,OK,outside_preferred_band,{age_s=0.0}
97.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
97.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
98.0,SPEED,12.6,GREEN,OK,above_reference,"{reference_kmh=6.3781512605042, age_s=0.0}"
98.0,POWER,91,NEUTRAL,OK,power_present,{age_s=0.0}
98.0,HR,105,NEUTRAL,OK,hr_present,{age_s=0.0}
98.0,CADENCE,37,AMBER,OK,outside_preferred_band,{age_s=0.0}
98.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
98.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
99.0,SPEED,12.8,GREEN,OK,above_reference,"{reference_kmh=6.470588235294117, age_s=0.0}"
99.0,POWER,92,NEUTRAL,OK,power_present,{age_s=0.0}
99.0,HR,105,NEUTRAL,OK,hr_present,{age_s=0.0}
99.0,CADENCE,37,AMBER,OK,outside_preferred_band,{age_s=0.0}
99.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
99.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
100.0,SPEED,12.9,GREEN,OK,above_reference,"{reference_kmh=6.563025210084032, age_s=0.0}"
100.0,POWER,94,NEUTRAL,OK,power_present,{age_s=0.0}
100.0,HR,105,NEUTRAL,OK,hr_present,{age_s=0.0}
100.0,CADENCE,38,AMBER,OK,outside_preferred_band,{age_s=0.0}
100.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
100.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
101.0,SPEED,13.1,GREEN,OK,above_reference,"{reference_kmh=6.655462184873949, age_s=0.0}"
101.0,POWER,95,NEUTRAL,OK,power_present,{age_s=0.0}
101.0,HR,105,NEUTRAL,OK,hr_present,{age_s=0.0}
101.0,CADENCE,38,AMBER,OK,outside_preferred_band,{age_s=0.0}
101.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
101.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
102.0,SPEED,13.3,GREEN,OK,above_reference,"{reference_kmh=6.747899159663863, age_s=0.0}"
102.0,POWER,96,NEUTRAL,OK,power_present,{age_s=0.0}
102.0,HR,106,NEUTRAL,OK,hr_present,{age_s=0.0}
102.0,CADENCE,39,AMBER,OK,outside_preferred_band,{age_s=0.0}
102.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
102.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
103.0,SPEED,13.5,GREEN,OK,above_reference,"{reference_kmh=6.840336134453779, age_s=0.0}"
103.0,POWER,98,NEUTRAL,OK,power_present,{age_s=0.0}
103.0,HR,106,NEUTRAL,OK,hr_present,{age_s=0.0}
103.0,CADENCE,39,AMBER,OK,outside_preferred_band,{age_s=0.0}
103.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
103.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
104.0,SPEED,13.7,GREEN,OK,above_reference,"{reference_kmh=6.932773109243694, age_s=0.0}"
104.0,POWER,99,NEUTRAL,OK,power_present,{age_s=0.0}
104.0,HR,106,NEUTRAL,OK,hr_present,{age_s=0.0}
104.0,CADENCE,40,AMBER,OK,outside_preferred_band,{age_s=0.0}
104.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
104.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
105.0,SPEED,13.9,GREEN,OK,above_reference,"{reference_kmh=7.025210084033612, age_s=0.0}"
105.0,POWER,100,NEUTRAL,OK,power_present,{age_s=0.0}
105.0,HR,107,NEUTRAL,OK,hr_present,{age_s=0.0}
105.0,CADENCE,40,AMBER,OK,outside_preferred_band,{age_s=0.0}
105.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
105.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
106.0,SPEED,14.1,GREEN,OK,above_reference,"{reference_kmh=7.117647058823526, age_s=0.0}"
106.0,POWER,102,NEUTRAL,OK,power_present,{age_s=0.0}
106.0,HR,107,NEUTRAL,OK,hr_present,{age_s=0.0}
106.0,CADENCE,41,AMBER,OK,outside_preferred_band,{age_s=0.0}
106.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
106.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
107.0,SPEED,14.2,GREEN,OK,above_reference,"{reference_kmh=7.210084033613443, age_s=0.0}"
107.0,POWER,103,NEUTRAL,OK,power_present,{age_s=0.0}
107.0,HR,107,NEUTRAL,OK,hr_present,{age_s=0.0}
107.0,CADENCE,42,AMBER,OK,outside_preferred_band,{age_s=0.0}
107.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
107.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
108.0,SPEED,14.4,GREEN,OK,above_reference,"{reference_kmh=7.302521008403359, age_s=0.0}"
108.0,POWER,104,NEUTRAL,OK,power_present,{age_s=0.0}
108.0,HR,107,NEUTRAL,OK,hr_present,{age_s=0.0}
108.0,CADENCE,42,AMBER,OK,outside_preferred_band,{age_s=0.0}
108.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
108.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
109.0,SPEED,14.6,GREEN,OK,above_reference,"{reference_kmh=7.394957983193275, age_s=0.0}"
109.0,POWER,106,NEUTRAL,OK,power_present,{age_s=0.0}
109.0,HR,108,NEUTRAL,OK,hr_present,{age_s=0.0}
109.0,CADENCE,43,AMBER,OK,outside_preferred_band,{age_s=0.0}
109.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
109.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
110.0,SPEED,14.8,GREEN,OK,above_reference,"{reference_kmh=7.4873949579831915, age_s=0.0}"
110.0,POWER,107,NEUTRAL,OK,power_present,{age_s=0.0}
110.0,HR,108,NEUTRAL,OK,hr_present,{age_s=0.0}
110.0,CADENCE,43,AMBER,OK,outside_preferred_band,{age_s=0.0}
110.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
110.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
111.0,SPEED,15.0,GREEN,OK,above_reference,"{reference_kmh=7.579831932773108, age_s=0.0}"
111.0,POWER,108,NEUTRAL,OK,power_present,{age_s=0.0}
111.0,HR,108,NEUTRAL,OK,hr_present,{age_s=0.0}
111.0,CADENCE,44,AMBER,OK,outside_preferred_band,{age_s=0.0}
111.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
111.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
112.0,SPEED,15.2,GREEN,OK,above_reference,"{reference_kmh=7.672268907563023, age_s=0.0}"
112.0,POWER,110,NEUTRAL,OK,power_present,{age_s=0.0}
112.0,HR,109,NEUTRAL,OK,hr_present,{age_s=0.0}
112.0,CADENCE,44,AMBER,OK,outside_preferred_band,{age_s=0.0}
112.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
112.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
113.0,SPEED,15.3,GREEN,OK,above_reference,"{reference_kmh=7.7647058823529385, age_s=0.0}"
113.0,POWER,111,NEUTRAL,OK,power_present,{age_s=0.0}
113.0,HR,109,NEUTRAL,OK,hr_present,{age_s=0.0}
113.0,CADENCE,45,AMBER,OK,outside_preferred_band,{age_s=0.0}
113.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
113.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
114.0,SPEED,15.5,GREEN,OK,above_reference,"{reference_kmh=7.857142857142855, age_s=0.0}"
114.0,POWER,112,NEUTRAL,OK,power_present,{age_s=0.0}
114.0,HR,109,NEUTRAL,OK,hr_present,{age_s=0.0}
114.0,CADENCE,45,AMBER,OK,outside_preferred_band,{age_s=0.0}
114.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
114.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
115.0,SPEED,15.7,GREEN,OK,above_reference,"{reference_kmh=7.949579831932771, age_s=0.0}"
115.0,POWER,114,NEUTRAL,OK,power_present,{age_s=0.0}
115.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
115.0,CADENCE,46,AMBER,OK,outside_preferred_band,{age_s=0.0}
115.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
115.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
116.0,SPEED,15.9,GREEN,OK,above_reference,"{reference_kmh=8.042016806722687, age_s=0.0}"
116.0,POWER,115,NEUTRAL,OK,power_present,{age_s=0.0}
116.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
116.0,CADENCE,46,AMBER,OK,outside_preferred_band,{age_s=0.0}
116.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
116.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
117.0,SPEED,16.1,GREEN,OK,above_reference,"{reference_kmh=8.134453781512605, age_s=0.0}"
117.0,POWER,116,NEUTRAL,OK,power_present,{age_s=0.0}
117.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
117.0,CADENCE,47,AMBER,OK,outside_preferred_band,{age_s=0.0}
117.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
117.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
118.0,SPEED,16.3,GREEN,OK,above_reference,"{reference_kmh=8.22689075630252, age_s=0.0}"
118.0,POWER,118,NEUTRAL,OK,power_present,{age_s=0.0}
118.0,HR,110,NEUTRAL,OK,hr_present,{age_s=0.0}
118.0,CADENCE,48,AMBER,OK,outside_preferred_band,{age_s=0.0}
118.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
118.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
119.0,SPEED,16.5,GREEN,OK,above_reference,"{reference_kmh=8.319327731092436, age_s=0.0}"
119.0,POWER,119,NEUTRAL,OK,power_present,{age_s=0.0}
119.0,HR,111,NEUTRAL,OK,hr_present,{age_s=0.0}
119.0,CADENCE,48,AMBER,OK,outside_preferred_band,{age_s=0.0}
119.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
119.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
120.0,SPEED,16.6,GREEN,OK,above_reference,"{reference_kmh=8.41176470588235, age_s=0.0}"
120.0,POWER,121,NEUTRAL,OK,power_present,{age_s=0.0}
120.0,HR,111,NEUTRAL,OK,hr_present,{age_s=0.0}
120.0,CADENCE,49,AMBER,OK,outside_preferred_band,{age_s=0.0}
120.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
120.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
121.0,SPEED,16.8,GREEN,OK,above_reference,"{reference_kmh=8.504201680672267, age_s=0.0}"
